,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Problem,Rationale,options,correct,annotated_formula,linear_formula,category,prompt,text,clean,cluster,gpt_generated,gpt_score,s_gptscore,n_gptscore,generated,score,s_score,n_score,generated_clean,loss,labels
94,94,523,2196,"there are 24 students in a seventh grade class . they decided to plant birches and roses at the school ' s backyard . while each girl planted 3 roses , every three boys planted 1 birch . by the end of the day they planted 2424 plants . how many birches were planted ?","""let x be the number of roses . then the number of birches is 24 − x , and the number of boys is 3 × ( 24 − x ) . if each girl planted 3 roses , there are x 3 girls in the class . we know that there are 24 students in the class . therefore x 3 + 3 ( 24 − x ) = 24 x + 9 ( 24 − x ) = 3 ⋅ 24 x + 216 − 9 x = 72 216 − 72 = 8 x 1448 = x 1 x = 18 so , students planted 18 roses and 24 - x = 24 - 18 = 6 birches . correct answer is d ) 6""","a ) 2 , b ) 5 , c ) 8 , d ) 6 , e ) 4",d,"divide(subtract(multiply(3, 24), 24), subtract(multiply(3, 3), 1))","multiply(n0,n1)|multiply(n1,n1)|subtract(#0,n0)|subtract(#1,n2)|divide(#2,#3)|",physics,"Category: physics # let x be the number of roses . then the number of birches is 24 − x , and the number of boys is 3 × ( 24 − x ) . if each girl planted 3 roses , there are x 3 girls in the class . we know that there are 24 students in the class . therefore x 3 + 3 ( 24 − x ) = 24 x + 9 ( 24 − x ) = 3 ⋅ 24 x + 216 − 9 x = 72 216 − 72 = 8 x 1448 = x 1 x = 18 so , students planted 18 roses and 24 - x = 24 - 18 = 6 birches . correct answer is d ) 6 # ","Category: physics # let x be the number of roses . then the number of birches is 24 − x , and the number of boys is 3 × ( 24 − x ) . if each girl planted 3 roses , there are x 3 girls in the class . we know that there are 24 students in the class . therefore x 3 + 3 ( 24 − x ) = 24 x + 9 ( 24 − x ) = 3 ⋅ 24 x + 216 − 9 x = 72 216 − 72 = 8 x 1448 = x 1 x = 18 so , students planted 18 roses and 24 - x = 24 - 18 = 6 birches . correct answer is d ) 6 # there are 24 students in a seventh grade class . they decided to plant birches and roses at the school ' s backyard . while each girl planted 3 roses , every three boys planted 1 birch . by the end of the day they planted 2424 plants . how many birches were planted ?",category physics let x number roses number birches 24 x number boys 3 24 x girl planted 3 roses x 3 girls class know 24 students class therefore x 3 3 24 x 24 x 9 24 x 3 24 x 216 9 x 72 216 72 8 x 1448 x 1 x 18 students planted 18 roses 24 x 24 18 6 birches correct answer 6 24 students seventh grade class decided plant birches roses school backyard girl planted 3 roses every three boys planted 1 birch end day planted 2424 plants many birches planted,4,"['Category: physics # let x be the number of roses. then the number of birches is 24 − x, and the number of boys is 3 × ( 24 − x ). if each girl planted 3 roses, there are x 3 girls in the class. we know that there are 24 students in the class. therefore x 3 + 3 ( 24 − x ) = 24 x + 9 ( 24 − x ) = 3 ⋅ 24 x + 216 − 9 x = 72 216 − 72 = 8 x 1448 = x 1 x = 18 so, students planted 18 roses and 24 - x = 24 - 18 = 6 birches. correct answer is d ) 6 # т has 24 roses, all of which are either red or blue. if 12 of the roses are planted either on the condition that she keeps, or one of them are not red, then the total number of roses that she keeps is 24 − 6 × 2 × 24. how many roses were planted at the end of the trip?']","(0.65, 4.0)",0.65,4.0,"['Category: physics # let x be the number of roses. then the number of birches is 24 − x, and the number of boys is 3 × ( 24 − x ). if each girl planted 3 roses, there are x 3 girls in the class. we know that there are 24 students in the class. therefore x 3 + 3 ( 24 − x ) = 24 x + 9 ( 24 − x ) = 3 ⋅ 24 x + 216 − 9 x = 72 216 − 72 = 8 x 1448 = x 1 x = 18 so, students planted 18 roses and 24 - x = 24 - 18 = 6 birches. correct answer is d ) 6 # ernakulamky street begins at the gym and runs directly east for 3 restaurants. she will also do yoga in the ratio, yoga : exercise = 2 : 3. if she does yoga for 25 minutes, how many minutes will she spend in the gym?']","(0.69, 4.0)",0.69,4.0,category physic let x number rose number birch 24 x number boy 3 24 x girl planted 3 rose x 3 girl class know 24 student class therefore x 3 3 24 x 24 x 9 24 x 3 24 x 216 9 x 72 216 72 8 x 1448 x 1 x 18 student planted 18 rose 24 x 24 18 6 birch correct answer 6 ernakulamky street begin gym run directly east 3 restaurant also yoga ratio yoga exercise 2 3 yoga 25 minute many minute spend gym,0.10491122896011068,0.10491122896011068
95,95,528,2214,"a and b are two multiples of 36 , and q is the set of consecutive integers between a and b , inclusive . if q contains 9 multiples of 9 , how many multiples of 4 are there in q ?","""now given that q is set the consecutive integers between a and b . and q contains 9 multiples of 9 let take a as 36 . then 36 45 54 63 72 81 90 99 108 . . . so b will 108 . now let ' s check the multiples of 4 among this set 108 - 36 / 4 + 1 = > 18 + 1 = > 19 ans option b .""","a ) 18 , b ) 19 , c ) 20 , d ) 21 , e ) 22",b,"subtract(multiply(9, const_2), const_1)","multiply(n1,const_2)|subtract(#0,const_1)|",physics,Category: physics # now given that q is set the consecutive integers between a and b . and q contains 9 multiples of 9 let take a as 36 . then 36 45 54 63 72 81 90 99 108 . . . so b will 108 . now let ' s check the multiples of 4 among this set 108 - 36 / 4 + 1 = > 18 + 1 = > 19 ans option b . # ,"Category: physics # now given that q is set the consecutive integers between a and b . and q contains 9 multiples of 9 let take a as 36 . then 36 45 54 63 72 81 90 99 108 . . . so b will 108 . now let ' s check the multiples of 4 among this set 108 - 36 / 4 + 1 = > 18 + 1 = > 19 ans option b . # a and b are two multiples of 36 , and q is the set of consecutive integers between a and b , inclusive . if q contains 9 multiples of 9 , how many multiples of 4 are there in q ?",category physics given q set consecutive integers b q contains 9 multiples 9 let take 36 36 45 54 63 72 81 90 99 108 b 108 let check multiples 4 among set 108 36 4 1 18 1 19 ans option b b two multiples 36 q set consecutive integers b inclusive q contains 9 multiples 9 many multiples 4 q,4,"[""Category: physics # now given that q is set the consecutive integers between a and b. and q contains 9 multiples of 9 let take a as 36. then 36 45 54 63 72 81 90 99 108... so b will 108. now let's check the multiples of 4 among this set 108 - 36 / 4 + 1 = > 18 + 1 = > 19 ans option b. # ʼ q is the set of consecutive integers between 36 and 100, inclusive. how many multiples of 4 are there between 30 and 100?""]","(0.7, 20.0)",0.7,20.0,"[""Category: physics # now given that q is set the consecutive integers between a and b. and q contains 9 multiples of 9 let take a as 36. then 36 45 54 63 72 81 90 99 108... so b will 108. now let's check the multiples of 4 among this set 108 - 36 / 4 + 1 = > 18 + 1 = > 19 ans option b. # ____________________________________________________________ after renting bowling shoes the person is left with $ 12.80 - $ 0.5 = $ 3 certificates. if a person has $ 12.80 and must rent shoes, what is the greatest number of complete games that person can bowl in one day?""]","(0.54, 20.0)",0.54,20.0,category physic given q set consecutive integer b q contains 9 multiple 9 let take 36 36 45 54 63 72 81 90 99 108 b 108 let check multiple 4 among set 108 36 4 1 18 1 19 an option b ____________________________________________________________ renting bowling shoe person left 1280 05 3 certificate person 1280 must rent shoe greatest number complete game person bowl one day,0.10214433940511874,0.10214433940511874
96,96,529,2218,"if the tens digit of positive integers m , y are 6 , how many values of the tens digit of 2 ( m + y ) can be there ?","if the tens digit of positive integers m , y are 6 , how many values of the tens digit of 2 ( m + y ) can be there ? a . 2 b . 3 c . 4 d . 5 e . 6 - > if m = y = 60 , 2 ( m + y ) = 240 is derived . if m = y = 69 , 2 ( m + y ) = 276 is derived , which makes 4,5 , 6,7 possible for the tens digit . therefore , the answer is c .","a ) 2 , b ) 3 , c ) 4 , d ) 5 , e ) 6",c,"subtract(6, 2)","subtract(n0,n1)",physics,"Category: physics # if the tens digit of positive integers m , y are 6 , how many values of the tens digit of 2 ( m + y ) can be there ? a . 2 b . 3 c . 4 d . 5 e . 6 - > if m = y = 60 , 2 ( m + y ) = 240 is derived . if m = y = 69 , 2 ( m + y ) = 276 is derived , which makes 4,5 , 6,7 possible for the tens digit . therefore , the answer is c . # ","Category: physics # if the tens digit of positive integers m , y are 6 , how many values of the tens digit of 2 ( m + y ) can be there ? a . 2 b . 3 c . 4 d . 5 e . 6 - > if m = y = 60 , 2 ( m + y ) = 240 is derived . if m = y = 69 , 2 ( m + y ) = 276 is derived , which makes 4,5 , 6,7 possible for the tens digit . therefore , the answer is c . # if the tens digit of positive integers m , y are 6 , how many values of the tens digit of 2 ( m + y ) can be there ?",category physics tens digit positive integers 6 many values tens digit 2 2 b 3 c 4 5 e 6 60 2 240 derived 69 2 276 derived makes 45 67 possible tens digit therefore answer c tens digit positive integers 6 many values tens digit 2,4,"['Category: physics # if the tens digit of positive integers m, y are 6, how many values of the tens digit of 2 ( m + y ) can be there? a. 2 b. 3 c. 4 d. 5 e. 6 - > if m = y = 60, 2 ( m + y ) = 240 is derived. if m = y = 69, 2 ( m + y ) = 276 is derived, which makes 4,5, 6,7 possible for the tens digit. therefore, the answer is c. # ________________________________________________ monday, wednesday and friday monday monday morning were the tens digit of the above product. if the difference between the tens digits of each day on wednesday and friday was 5, and the difference between the tens digit of the hundredth month on friday is 1, then what is the units digit of nonday morning monday monday morning monday morning monday morning monday morning monday morning monday morning monday morning thursday monday morning sunday monday morning?']","(0.63, 13.0)",0.63,13.0,"['Category: physics # if the tens digit of positive integers m, y are 6, how many values of the tens digit of 2 ( m + y ) can be there? a. 2 b. 3 c. 4 d. 5 e. 6 - > if m = y = 60, 2 ( m + y ) = 240 is derived. if m = y = 69, 2 ( m + y ) = 276 is derived, which makes 4,5, 6,7 possible for the tens digit. therefore, the answer is c. # ____________________________________________________________ let m be the set of positive odd integers less than 100, and s is the set of the squares of the integers in r. how many elements does the intersection of m and s contain?']","(0.65, 13.0)",0.65,13.0,category physic ten digit positive integer 6 many value ten digit 2 2 b 3 c 4 5 e 6 60 2 240 derived 69 2 276 derived make 45 67 possible ten digit therefore answer c ____________________________________________________________ let set positive odd integer le 100 set square integer r many element intersection contain,0.06156329259857044,0.06156329259857044
97,97,533,2236,"the ratio between the length and the breadth of a rectangular park is 3 : 2 . if a man cycling along the boundary of the park at the speed of 12 km / hr completes one round in 10 minutes , then the area of the park ( in sq . m ) is :","""perimeter = distance covered in 10 min . = ( 12000 / 60 ) x 10 m = 2000 m . let length = 3 x metres and breadth = 2 x metres . then , 2 ( 3 x + 2 x ) = 2000 or x = 200 . length = 600 m and breadth = 400 m . area = ( 600 x 400 ) m 2 = 240000 m 2 . answer : e""","a ) 153601 , b ) 153600 , c ) 153602 , d ) 153603 , e ) 240000",e,"rectangle_area(divide(divide(multiply(multiply(divide(12, multiply(const_10, multiply(const_3, const_2))), 10), const_1000), add(3, 2)), const_2), multiply(divide(divide(multiply(multiply(divide(12, multiply(const_10, multiply(const_3, const_2))), 10), const_1000), add(3, 2)), const_2), 2))","add(n0,n1)|multiply(const_2,const_3)|multiply(#1,const_10)|divide(n2,#2)|multiply(n3,#3)|multiply(#4,const_1000)|divide(#5,#0)|divide(#6,const_2)|multiply(n1,#7)|rectangle_area(#7,#8)|",physics,"Category: physics # perimeter = distance covered in 10 min . = ( 12000 / 60 ) x 10 m = 2000 m . let length = 3 x metres and breadth = 2 x metres . then , 2 ( 3 x + 2 x ) = 2000 or x = 200 . length = 600 m and breadth = 400 m . area = ( 600 x 400 ) m 2 = 240000 m 2 . answer : e # ","Category: physics # perimeter = distance covered in 10 min . = ( 12000 / 60 ) x 10 m = 2000 m . let length = 3 x metres and breadth = 2 x metres . then , 2 ( 3 x + 2 x ) = 2000 or x = 200 . length = 600 m and breadth = 400 m . area = ( 600 x 400 ) m 2 = 240000 m 2 . answer : e # the ratio between the length and the breadth of a rectangular park is 3 : 2 . if a man cycling along the boundary of the park at the speed of 12 km / hr completes one round in 10 minutes , then the area of the park ( in sq . m ) is :",category physics perimeter distance covered 10 min 12000 60 x 10 2000 let length 3 x metres breadth 2 x metres 2 3 x 2 x 2000 x 200 length 600 breadth 400 area 600 x 400 2 240000 2 answer e ratio length breadth rectangular park 3 2 man cycling along boundary park speed 12 km hr completes one round 10 minutes area park sq,4,"['Category: physics # perimeter = distance covered in 10 min. = ( 12000 / 60 ) x 10 m = 2000 m. let length = 3 x metres and breadth = 2 x metres. then, 2 ( 3 x + 2 x ) = 2000 or x = 200. length = 600 m and breadth = 400 m. area = ( 600 x 400 ) m 2 = 240000 m 2. answer : e # ʼ s rectangle measures 3 metre by 2 metres and width is 2 metres more than twice the breadth. if the area of the rectangle is 600 sq. metre then what is the length of the rectangle?']","(0.62, 11.0)",0.62,11.0,"['Category: physics # perimeter = distance covered in 10 min. = ( 12000 / 60 ) x 10 m = 2000 m. let length = 3 x metres and breadth = 2 x metres. then, 2 ( 3 x + 2 x ) = 2000 or x = 200. length = 600 m and breadth = 400 m. area = ( 600 x 400 ) m 2 = 240000 m 2. answer : e # ernakulameter is the set of positive odd integers less than 200, and s is the set of the squares of the integers in r. how many elements does the intersection of these numbers?']","(0.63, 12.0)",0.63,12.0,category physic perimeter distance covered 10 min 12000 60 x 10 2000 let length 3 x metre breadth 2 x metre 2 3 x 2 x 2000 x 200 length 600 breadth 400 area 600 x 400 2 240000 2 answer e ernakulameter set positive odd integer le 200 set square integer r many element intersection number,0.10652524786718931,0.10652524786718931
98,98,535,2240,sum of two numbers prime to each other is 20 and their l . c . m . is 99 . what are the numbers ?,"""as two numbers are prime , only two options satisfy ie option c and d . but option c will not make the product of numbers i . e 99 answer : d""","a ) 8 and 12 , b ) 14 and 6 , c ) 19 and 1 , d ) 11 and 9 , e ) 12 and 9",d,"add(99, 20)","add(n0,n1)|",physics,"Category: physics # as two numbers are prime , only two options satisfy ie option c and d . but option c will not make the product of numbers i . e 99 answer : d # ","Category: physics # as two numbers are prime , only two options satisfy ie option c and d . but option c will not make the product of numbers i . e 99 answer : d # sum of two numbers prime to each other is 20 and their l . c . m . is 99 . what are the numbers ?",category physics two numbers prime two options satisfy ie option c option c make product numbers e 99 answer sum two numbers prime 20 l c 99 numbers,4,"['Category: physics # as two numbers are prime, only two options satisfy ie option c and d. but option c will not make the product of numbers i. e 99 answer : d # ƫ ng an o in increasing order is increasing the number of hot dogs produced every day by 10 percent over the previous month. if the number of hot dogs produced during the first month was n, then how many hot dogs total did he produce at the end of the month?']","(0.65, 2.0)",0.65,2.0,"['Category: physics # as two numbers are prime, only two options satisfy ie option c and d. but option c will not make the product of numbers i. e 99 answer : d #  is the set of two numbers prime to each other is 16 and their l. c. m. is 189. what are the numbers?']","(0.85, 2.0)",0.85,2.0,category physic two number prime two option satisfy ie option c option c make product number e 99 answer set two number prime 16 l c 189 number,0.06848051648605026,0.06848051648605026
99,99,537,2244,"sides of a rectangular park are in the ratio 3 : 2 and its area is 2460 sq m , the cost of fencing it at 50 ps per meter is ?","""3 x * 2 x = 2460 = > x = 20.24 2 ( 79.76 + 50 ) = 259.52 m 259.52 * 1 / 2 = rs . 129.76 answer : c""","a ) s . 122 , b ) s . 129 , c ) s . 129.76 , d ) s . 120 , e ) s . 121",c,"divide(multiply(50, rectangle_perimeter(sqrt(divide(multiply(2460, 2), 3)), divide(2460, sqrt(divide(multiply(2460, 2), 3))))), const_100)","multiply(n1,n2)|divide(#0,n0)|sqrt(#1)|divide(n2,#2)|rectangle_perimeter(#3,#2)|multiply(n3,#4)|divide(#5,const_100)|",physics,Category: physics # 3 x * 2 x = 2460 = > x = 20.24 2 ( 79.76 + 50 ) = 259.52 m 259.52 * 1 / 2 = rs . 129.76 answer : c # ,"Category: physics # 3 x * 2 x = 2460 = > x = 20.24 2 ( 79.76 + 50 ) = 259.52 m 259.52 * 1 / 2 = rs . 129.76 answer : c # sides of a rectangular park are in the ratio 3 : 2 and its area is 2460 sq m , the cost of fencing it at 50 ps per meter is ?",category physics 3 x 2 x 2460 x 2024 2 7976 50 25952 25952 1 2 rs 12976 answer c sides rectangular park ratio 3 2 area 2460 sq cost fencing 50 ps per meter,4,"['Category: physics # 3 x * 2 x = 2460 = > x = 20.24 2 ( 79.76 + 50 ) = 259.52 m 259.52 * 1 / 2 = rs. 129.76 answer : c # ƫ makes $ 80 per hour for the first time, for each additional hour worked at the same time. sam makes $ 50 per hour for each hour worked at the same time. if crƫ makes $ 2460 in a week and sam makes $ 2360 in total, then sam earns an extra $ 860 per hour. how much does sam pay per hour?']","(0.54, 4.0)",0.54,4.0,"['Category: physics # 3 x * 2 x = 2460 = > x = 20.24 2 ( 79.76 + 50 ) = 259.52 m 259.52 * 1 / 2 = rs. 129.76 answer : c # ____________________________________________________________ 99 if a and b represent positive integers less than 19, and s is the set of the squares of the integers in r. how many elements does the intersection of r and s contain?']","(0.57, 4.0)",0.57,4.0,category physic 3 x 2 x 2460 x 2024 2 7976 50 25952 25952 1 2 r 12976 answer c ____________________________________________________________ 99 b represent positive integer le 19 set square integer r many element intersection r contain,0.10214433940511874,0.10214433940511874
100,100,538,2248,let a be the event that a randomly selected two digit number is divisible by 2 and let b be the event that a randomly selected two digit number is divisible by 5 . what is p ( a and b ) ?,"""p ( a and b ) = 1 / 2 * 1 / 5 = 1 / 10 the answer is b .""","a ) 1 / 18 , b ) 1 / 10 , c ) 1 / 5 , d ) 1 / 3 , e ) 1 / 2",b,"multiply(divide(subtract(2, const_1), multiply(subtract(2, const_1), 2)), divide(multiply(subtract(2, const_1), const_2), multiply(subtract(2, const_1), 2)))","subtract(n0,const_1)|multiply(n0,#0)|multiply(#0,const_2)|divide(#0,#1)|divide(#2,#1)|multiply(#3,#4)|",physics,Category: physics # p ( a and b ) = 1 / 2 * 1 / 5 = 1 / 10 the answer is b . # ,Category: physics # p ( a and b ) = 1 / 2 * 1 / 5 = 1 / 10 the answer is b . # let a be the event that a randomly selected two digit number is divisible by 2 and let b be the event that a randomly selected two digit number is divisible by 5 . what is p ( a and b ) ?,category physics p b 1 2 1 5 1 10 answer b let event randomly selected two digit number divisible 2 let b event randomly selected two digit number divisible 5 p b,4,"['Category: physics # p ( a and b ) = 1 / 2 * 1 / 5 = 1 / 10 the answer is b. # ƫ makes the product of 4 integers from 1 to 50, inclusive. for how many units does he make?']","(0.61, 2.0)",0.61,2.0,"['Category: physics # p ( a and b ) = 1 / 2 * 1 / 5 = 1 / 10 the answer is b. # ____________________________________ total number of bricks = 25 x 20 x 13 = 5000 answer : c # how many bricks, each measuring 2 cm * 1.5 cm are needed to build a wall of 29 m * 2 m * 0.75 m?']","(0.35, 7.0)",0.35,7.0,category physic p b 1 2 1 5 1 10 answer b ____________________________________ total number brick 25 x 20 x 13 5000 answer c many brick measuring 2 cm 15 cm needed build wall 29 2 075,0.2148950887710399,0.2148950887710399
101,101,549,2311,the sum of three consecutive even numbers is 63 . find the middle number of the three ?,"""middle no = 63 / 3 = 21 ans e""","a ) 14 , b ) 23 , c ) 25 , d ) 29 , e ) 21",e,"add(add(power(add(add(divide(subtract(subtract(63, const_10), const_2), const_4), const_2), const_2), const_2), power(add(add(add(divide(subtract(subtract(63, const_10), const_2), const_4), const_2), const_2), const_2), const_2)), add(power(divide(subtract(subtract(63, const_10), const_2), const_4), const_2), power(add(divide(subtract(subtract(63, const_10), const_2), const_4), const_2), const_2)))","subtract(n0,const_10)|subtract(#0,const_2)|divide(#1,const_4)|add(#2,const_2)|power(#2,const_2)|add(#3,const_2)|power(#3,const_2)|add(#5,const_2)|add(#4,#6)|power(#5,const_2)|power(#7,const_2)|add(#9,#10)|add(#11,#8)|",physics,Category: physics # middle no = 63 / 3 = 21 ans e # ,Category: physics # middle no = 63 / 3 = 21 ans e # the sum of three consecutive even numbers is 63 . find the middle number of the three ?,category physics middle 63 3 21 ans e sum three consecutive even numbers 63 find middle number three,4,"['Category: physics # middle no = 63 / 3 = 21 ans e # ƫ ng us on a cycle for 2 days has a working rate of 1 / 4, 3 / 4 and 5 / 4. if the tank is moving at the rate of 1 / 4, it will be filled in exactly 2 days. what is the capacity of the tank in which is the tank in 2 days?']","(0.54, 8.0)",0.54,8.0,"['Category: physics # middle no = 63 / 3 = 21 ans e # ____________________________________ 99 if the sum of three consecutive even numbers is 87, then the greatest number is 63. the answer is e. # the sum of three consecutive even numbers is 81. find the sum of the three?']","(0.69, 1.0)",0.69,1.0,category physic middle 63 3 21 an e ____________________________________ 99 sum three consecutive even number 87 greatest number 63 answer e sum three consecutive even number 81 find sum three,0.10445008070094537,0.10445008070094537
102,102,550,2316,the sector of a circle has radius of 14 cm and central angle 135 o . find its perimeter ?,"""perimeter of the sector = length of the arc + 2 ( radius ) = ( 135 / 360 * 2 * 22 / 7 * 14 ) + 2 ( 14 ) = 33 + 28 = 61 cm answer : b""","a ) 91.5 cm , b ) 61 cm , c ) 28.9 cm , d ) 29.2 cm , e ) 98.2 cm",b,"multiply(multiply(const_2, divide(multiply(subtract(14, const_3), const_2), add(const_4, const_3))), 14)","add(const_3,const_4)|subtract(n0,const_3)|multiply(#1,const_2)|divide(#2,#0)|multiply(#3,const_2)|multiply(n0,#4)|",physics,Category: physics # perimeter of the sector = length of the arc + 2 ( radius ) = ( 135 / 360 * 2 * 22 / 7 * 14 ) + 2 ( 14 ) = 33 + 28 = 61 cm answer : b # ,Category: physics # perimeter of the sector = length of the arc + 2 ( radius ) = ( 135 / 360 * 2 * 22 / 7 * 14 ) + 2 ( 14 ) = 33 + 28 = 61 cm answer : b # the sector of a circle has radius of 14 cm and central angle 135 o . find its perimeter ?,category physics perimeter sector length arc 2 radius 135 360 2 22 7 14 2 14 33 28 61 cm answer b sector circle radius 14 cm central angle 135 find perimeter,4,"['Category: physics # perimeter of the sector = length of the arc + 2 ( radius ) = ( 135 / 360 * 2 * 22 / 7 * 14 ) + 2 ( 14 ) = 33 + 28 = 61 cm answer : b # ƫ ng a circle is inscribed on circle. if the arc arc of the circle lies within circle, then find its perimeter?']","(0.66, 2.0)",0.66,2.0,['Category: physics # perimeter of the sector = length of the arc + 2 ( radius ) = ( 135 / 360 * 2 * 22 / 7 * 14 ) + 2 ( 14 ) = 33 + 28 = 61 cm answer : b # ____________________________________ 99 + 42 = 141 cm answer : d # the sector of a circle has radius of 14 cm and central angle 135 o. find its perimeter?'],"(0.73, 5.0)",0.73,5.0,category physic perimeter sector length arc 2 radius 135 360 2 22 7 14 2 14 33 28 61 cm answer b ____________________________________ 99 42 141 cm answer sector circle radius 14 cm central angle 135 find perimeter,0.13488586580585657,0.13488586580585657
103,103,551,2318,"in a games hour 4 different types of players came to the ground ? cricket 11 , hokey 15 , football 21 , softball 15 . how many players are present in the ground ?","""total number of players = 11 + 15 + 21 + 15 = 62 answer is c""","a ) 70 , b ) 52 , c ) 62 , d ) 49 , e ) 50",c,"add(add(11, 15), add(21, 15))","add(n1,n2)|add(n3,n4)|add(#0,#1)|",physics,Category: physics # total number of players = 11 + 15 + 21 + 15 = 62 answer is c # ,"Category: physics # total number of players = 11 + 15 + 21 + 15 = 62 answer is c # in a games hour 4 different types of players came to the ground ? cricket 11 , hokey 15 , football 21 , softball 15 . how many players are present in the ground ?",category physics total number players 11 15 21 15 62 answer c games hour 4 different types players came ground cricket 11 hokey 15 football 21 softball 15 many players present ground,4,"['Category: physics # total number of players = 11 + 15 + 21 + 15 = 62 answer is c # ʵ s best guess is the sum of all the three numbers between 10 and 1400. on dividing the three pieces by 5, we get the remainder is 14. what was the value of the number?']","(0.35, 5.0)",0.35,5.0,"['Category: physics # total number of players = 11 + 15 + 21 + 15 = 62 answer is c #  # in a games hour 4 different types of players came to the ground? cricket 11, hokey 15, football 21, softball 15. how many players are present in the ground?']","(0.98, 4.0)",0.98,4.0,category physic total number player 11 15 21 15 62 answer c game hour 4 different type player came ground cricket 11 hokey 15 football 21 softball 15 many player present ground,0.02259626469910076,0.02259626469910076
104,104,557,2352,"a hall 36 m long and 15 m broad is to be paved with stones , each measuring 5 dm by 5 dm . the number of stones required is :","""area of the hall = 3600 * 1500 area of each stone = ( 50 * 50 ) therefore , number of stones = ( 3600 * 1500 / 50 * 50 ) = 2160 answer : d""","a ) 180 , b ) 1800 , c ) 18 , d ) 2160 , e ) 1.8",d,"divide(multiply(36, 15), divide(multiply(5, 5), const_100))","multiply(n0,n1)|multiply(n2,n3)|divide(#1,const_100)|divide(#0,#2)|",physics,"Category: physics # area of the hall = 3600 * 1500 area of each stone = ( 50 * 50 ) therefore , number of stones = ( 3600 * 1500 / 50 * 50 ) = 2160 answer : d # ","Category: physics # area of the hall = 3600 * 1500 area of each stone = ( 50 * 50 ) therefore , number of stones = ( 3600 * 1500 / 50 * 50 ) = 2160 answer : d # a hall 36 m long and 15 m broad is to be paved with stones , each measuring 5 dm by 5 dm . the number of stones required is :",category physics area hall 3600 1500 area stone 50 50 therefore number stones 3600 1500 50 50 2160 answer hall 36 long 15 broad paved stones measuring 5 dm 5 dm number stones required,4,"['Category: physics # area of the hall = 3600 * 1500 area of each stone = ( 50 * 50 ) therefore, number of stones = ( 3600 * 1500 / 50 * 50 ) = 2160 answer : d # т has 66,000 square stone rocks, each measuring 50 inches by 50 inches is. how many rocks are there in the hall?']","(0.59, 4.0)",0.59,4.0,"[""Category: physics # area of the hall = 3600 * 1500 area of each stone = ( 50 * 50 ) therefore, number of stones = ( 3600 * 1500 / 50 * 50 ) = 2160 answer : d # ernakulam in the school's 40. she decided to randomly select a square field containing 69696 m 2. how many stones will be required for a purpose that she will draw a black marble? ` a black marble?""]","(0.6, 4.0)",0.6,4.0,category physic area hall 3600 1500 area stone 50 50 therefore number stone 3600 1500 50 50 2160 answer ernakulam school 40 decided randomly select square field containing 69696 2 many stone required purpose draw black marble black marble,0.10445008070094537,0.10445008070094537
105,105,560,2367,the radius of a wheel is 22.4 cm . what is the distance covered by the wheel in making 400 resolutions ?,"""in one resolution , the distance covered by the wheel is its own circumference . distance covered in 500 resolutions . = 400 * 2 * 22 / 7 * 22.4 = 56320 cm = 563.2 m answer : e""","a ) 708 m , b ) 704 m , c ) 774 m , d ) 714 m , e ) 563.2 m",e,"divide(multiply(multiply(multiply(divide(add(multiply(add(const_3, const_4), const_3), const_1), add(const_3, const_4)), 22.4), const_2), 400), const_100)","add(const_3,const_4)|multiply(#0,const_3)|add(#1,const_1)|divide(#2,#0)|multiply(n0,#3)|multiply(#4,const_2)|multiply(n1,#5)|divide(#6,const_100)|",physics,"Category: physics # in one resolution , the distance covered by the wheel is its own circumference . distance covered in 500 resolutions . = 400 * 2 * 22 / 7 * 22.4 = 56320 cm = 563.2 m answer : e # ","Category: physics # in one resolution , the distance covered by the wheel is its own circumference . distance covered in 500 resolutions . = 400 * 2 * 22 / 7 * 22.4 = 56320 cm = 563.2 m answer : e # the radius of a wheel is 22.4 cm . what is the distance covered by the wheel in making 400 resolutions ?",category physics one resolution distance covered wheel circumference distance covered 500 resolutions 400 2 22 7 224 56320 cm 5632 answer e radius wheel 224 cm distance covered wheel making 400 resolutions,4,"['Category: physics # in one resolution, the distance covered by the wheel is its own circumference. distance covered in 500 resolutions. = 400 * 2 * 22 / 7 * 22.4 = 56320 cm = 563.2 m answer : e # ƒ › › ƒ › › ƒ › lƒ › œ rh, hƒ › st. if the distance between a wheel and a head is 50 cm. what is the distance covered?']","(0.74, 1.0)",0.74,1.0,"['Category: physics # in one resolution, the distance covered by the wheel is its own circumference. distance covered in 500 resolutions. = 400 * 2 * 22 / 7 * 22.4 = 56320 cm = 563.2 m answer : e # ________________________________ the radius of a wheel is 22.4 cm. what is the distance covered by the wheel in making 500 resolutions?']","(0.89, 1.0)",0.89,1.0,category physic one resolution distance covered wheel circumference distance covered 500 resolution 400 2 22 7 224 56320 cm 5632 answer e ________________________________ radius wheel 224 cm distance covered wheel making 500 resolution,0.04011989854738299,0.04011989854738299
