,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Problem,Rationale,options,correct,annotated_formula,linear_formula,category,prompt,text,clean,cluster,gpt_generated,gpt_score,s_gptscore,n_gptscore,generated,score,s_score,n_score,generated_clean,labels,loss
100,100,559,2357,two trains are moving in the same direction at 72 kmph and 36 kmph . the faster train crosses a man in the slower train in 25 seconds . find the length of the faster train ?,"""relative speed = ( 72 - 36 ) * 5 / 18 = 2 * 5 = 10 mps . distance covered in 25 sec = 25 * 10 = 250 m . the length of the faster train = 250 m . answer : b""","a ) 270 , b ) 250 , c ) 187 , d ) 257 , e ) 271",b,"multiply(divide(subtract(72, 36), const_3_6), 25)","subtract(n0,n1)|divide(#0,const_3_6)|multiply(n2,#1)|",physics,Category: physics # relative speed = ( 72 - 36 ) * 5 / 18 = 2 * 5 = 10 mps . distance covered in 25 sec = 25 * 10 = 250 m . the length of the faster train = 250 m . answer : b # ,Category: physics # relative speed = ( 72 - 36 ) * 5 / 18 = 2 * 5 = 10 mps . distance covered in 25 sec = 25 * 10 = 250 m . the length of the faster train = 250 m . answer : b # two trains are moving in the same direction at 72 kmph and 36 kmph . the faster train crosses a man in the slower train in 25 seconds . find the length of the faster train ?,category physics relative speed 72 36 5 18 2 5 10 mps distance covered 25 sec 25 10 250 length faster train 250 answer b two trains moving direction 72 kmph 36 kmph faster train crosses man slower train 25 seconds find length faster train,1,['Category: physics # relative speed = ( 72 - 36 ) * 5 / 18 = 2 * 5 = 10 mps. distance covered in 25 sec = 25 * 10 = 250 m. the length of the faster train = 250 m. answer : b # т at a speed of 72 km / hr is a crossing moment in the same direction. the length of the faster train is?'],"(0.0, 15.0)",0.64,2.0,['Category: physics # relative speed = ( 72 - 36 ) * 5 / 18 = 2 * 5 = 10 mps. distance covered in 25 sec = 25 * 10 = 250 m. the length of the faster train = 250 m. answer : b # ƞ two trains are moving in the same direction at 72 kmph and 36 kmph. the faster train crosses a man in the slower train in 25 seconds. find the length of the faster train?'],"(0.99, 0.0)",0.99,0.0,category physic relative speed 72 36 5 18 2 5 10 mp distance covered 25 sec 25 10 250 length faster train 250 answer b ƞ two train moving direction 72 kmph 36 kmph faster train cross man slower train 25 second find length faster train,0.05455672659640422,0.3947368421052631
101,101,568,2400,two trains are moving in the same direction at 126 kmph and 54 kmph . the faster train crosses a man in the slower train in 14 seconds . find the length of the faster train ?,"""relative speed = ( 126 - 54 ) * 5 / 18 = 4 * 5 = 20 mps . distance covered in 27 sec = 14 * 20 = 280 m . the length of the faster train = 280 m . answer : a""","a ) 280 , b ) 290 , c ) 300 , d ) 310 , e ) 320",a,"multiply(divide(subtract(126, 54), const_3_6), 14)","subtract(n0,n1)|divide(#0,const_3_6)|multiply(n2,#1)|",physics,Category: physics # relative speed = ( 126 - 54 ) * 5 / 18 = 4 * 5 = 20 mps . distance covered in 27 sec = 14 * 20 = 280 m . the length of the faster train = 280 m . answer : a # ,Category: physics # relative speed = ( 126 - 54 ) * 5 / 18 = 4 * 5 = 20 mps . distance covered in 27 sec = 14 * 20 = 280 m . the length of the faster train = 280 m . answer : a # two trains are moving in the same direction at 126 kmph and 54 kmph . the faster train crosses a man in the slower train in 14 seconds . find the length of the faster train ?,category physics relative speed 126 54 5 18 4 5 20 mps distance covered 27 sec 14 20 280 length faster train 280 answer two trains moving direction 126 kmph 54 kmph faster train crosses man slower train 14 seconds find length faster train,1,['Category: physics # relative speed = ( 126 - 54 ) * 5 / 18 = 4 * 5 = 20 mps. distance covered in 27 sec = 14 * 20 = 280 m. the length of the faster train = 280 m. answer : a # т of length 100 meters and 200 meters is 13 meter. what is the length of the faster train?'],"(0.0, 15.0)",0.68,3.0,['Category: physics # relative speed = ( 126 - 54 ) * 5 / 18 = 4 * 5 = 20 mps. distance covered in 27 sec = 14 * 20 = 280 m. the length of the faster train = 280 m. answer : a # ˆ ¨ x = 220 m. answer : b # two trains are moving in the same direction at 126 kmph and 36 kmph. the faster train crosses a man in the slower train in 14 seconds. find the length of the faster train?'],"(0.92, 4.0)",0.92,4.0,category physic relative speed 126 54 5 18 4 5 20 mp distance covered 27 sec 14 20 280 length faster train 280 answer ˆ x 220 answer b two train moving direction 126 kmph 36 kmph faster train cross man slower train 14 second find length faster train,0.2920024798512089,0.3947368421052631
102,102,573,2434,a train 150 m long running at 72 kmph crosses a platform in 20 sec . what is the length of the platform ?,"""e 250 e = 72 * 5 / 18 = 20 = 400 â € “ 150 = 250""","a ) 443 m , b ) 354 m , c ) 450 m , d ) 350 m , e ) 250 m",e,"subtract(multiply(20, multiply(72, const_0_2778)), 150)","multiply(n1,const_0_2778)|multiply(n2,#0)|subtract(#1,n0)|",physics,Category: physics # e 250 e = 72 * 5 / 18 = 20 = 400 â € “ 150 = 250 # ,Category: physics # e 250 e = 72 * 5 / 18 = 20 = 400 â € “ 150 = 250 # a train 150 m long running at 72 kmph crosses a platform in 20 sec . what is the length of the platform ?,category physics e 250 e 72 5 18 20 400 â 150 250 train 150 long running 72 kmph crosses platform 20 sec length platform,1,"['Category: physics # e 250 e = 72 * 5 / 18 = 20 = 400 â € “ 150 = 250 # ƫ at a speed of 72 kmph on an oil in 2 days was 50 kmph. if the speed of the oil in kmph, what was the distance traveled by it?']","(0.0, 11.0)",0.68,3.0,"['Category: physics # e 250 e = 72 * 5 / 18 = 20 = 400 â € “ 150 = 250 # ˆ \x81 „ 20 = 731.25 sec answer : b # a train consists of 12 boggies, each boggy 15 metres long. the train crosses a telegraph post in 18 seconds. due to some problem, one boggies were detached. the train now crosses a telegraph post in']","(0.55, 4.0)",0.55,4.0,category physic e 250 e 72 5 18 20 400 â 150 250 ˆ x81 20 73125 sec answer b train consists 12 boggies boggy 15 metre long train cross telegraph post 18 second due problem one boggies detached train cross telegraph post,0.3298202107873528,0.2894736842105263
103,103,582,2466,a train passes a station platform in 40 sec and a man standing on the platform in 20 sec . if the speed of the train is 54 km / hr . what is the length of the platform ?,"""speed = 54 * 5 / 18 = 15 m / sec . length of the train = 15 * 20 = 300 m . let the length of the platform be x m . then , ( x + 300 ) / 40 = 15 = > x = 180 m answer : c""","a ) 615 m , b ) 240 m , c ) 180 m , d ) 197 m , e ) 691 m",c,"multiply(20, multiply(54, const_0_2778))","multiply(n2,const_0_2778)|multiply(n1,#0)|",physics,"Category: physics # speed = 54 * 5 / 18 = 15 m / sec . length of the train = 15 * 20 = 300 m . let the length of the platform be x m . then , ( x + 300 ) / 40 = 15 = > x = 180 m answer : c # ","Category: physics # speed = 54 * 5 / 18 = 15 m / sec . length of the train = 15 * 20 = 300 m . let the length of the platform be x m . then , ( x + 300 ) / 40 = 15 = > x = 180 m answer : c # a train passes a station platform in 40 sec and a man standing on the platform in 20 sec . if the speed of the train is 54 km / hr . what is the length of the platform ?",category physics speed 54 5 18 15 sec length train 15 20 300 let length platform x x 300 40 15 x 180 answer c train passes station platform 40 sec man standing platform 20 sec speed train 54 km hr length platform,1,"['Category: physics # speed = 54 * 5 / 18 = 15 m / sec. length of the train = 15 * 20 = 300 m. let the length of the platform be x m. then, ( x + 300 ) / 40 = 15 = > x = 180 m answer : c # т has a train 100 meters long is running at a speed of 54 kmph. if it crosses a tunnel in 40 seconds, then the length of the tunnel is?']","(0.0, 14.0)",0.65,3.0,"['Category: physics # speed = 54 * 5 / 18 = 15 m / sec. length of the train = 15 * 20 = 300 m. let the length of the platform be x m. then, ( x + 300 ) / 40 = 15 = > x = 180 m answer : c # ˆ ¨ x = 300 m. answer : a train passes a station platform in 40 seconds. the same train passes a man standing on the platform in 20 seconds. if the speed of the train is 54 km / hr, the length of the platform is?']","(0.62, 4.0)",0.62,4.0,category physic speed 54 5 18 15 sec length train 15 20 300 let length platform x x 300 40 15 x 180 answer c ˆ x 300 answer train pass station platform 40 second train pass man standing platform 20 second speed train 54 km hr length platform,0.2882827030378178,0.3684210526315789
104,104,584,2473,"the length of the bridge , which a train 130 metres long and travelling at 36 km / hr can cross in 45 seconds , is :","""speed = [ 36 x 5 / 18 ] m / sec = 10 m / sec time = 45 sec let the length of bridge be x metres . then , ( 130 + x ) / 45 = 10 = > 130 + x = 450 = > x = 320 m . answer : a""","a ) 320 m , b ) 225 m , c ) 245 m , d ) 250 m , e ) 240 m",a,"subtract(multiply(divide(multiply(36, speed(const_1000, const_1)), speed(const_3600, const_1)), 45), 130)","speed(const_1000,const_1)|speed(const_3600,const_1)|multiply(n1,#0)|divide(#2,#1)|multiply(n2,#3)|subtract(#4,n0)|",physics,"Category: physics # speed = [ 36 x 5 / 18 ] m / sec = 10 m / sec time = 45 sec let the length of bridge be x metres . then , ( 130 + x ) / 45 = 10 = > 130 + x = 450 = > x = 320 m . answer : a # ","Category: physics # speed = [ 36 x 5 / 18 ] m / sec = 10 m / sec time = 45 sec let the length of bridge be x metres . then , ( 130 + x ) / 45 = 10 = > 130 + x = 450 = > x = 320 m . answer : a # the length of the bridge , which a train 130 metres long and travelling at 36 km / hr can cross in 45 seconds , is :",category physics speed 36 x 5 18 sec 10 sec time 45 sec let length bridge x metres 130 x 45 10 130 x 450 x 320 answer length bridge train 130 metres long travelling 36 km hr cross 45 seconds,1,"['Category: physics # speed = [ 36 x 5 / 18 ] m / sec = 10 m / sec time = 45 sec let the length of bridge be x metres. then, ( 130 + x ) / 45 = 10 = > 130 + x = 450 = > x = 320 m. answer : a # т passes a man standing on the platform in 45 seconds and a man standing on the platform in 45 seconds. if the speed of the train is 36 km / hr, then what is the length of the platform?']","(1.0, 14.0)",0.63,3.0,"['Category: physics # speed = [ 36 x 5 / 18 ] m / sec = 10 m / sec time = 45 sec let the length of bridge be x metres. then, ( 130 + x ) / 45 = 10 = > 130 + x = 450 = > x = 320 m. answer : a # ƞ 10 * 130 = 130 m. answer : d # the length of the bridge, which a train 130 metres long and travelling at 45 km / hr can cross in 30 seconds, is?']","(0.89, 6.0)",0.89,6.0,category physic speed 36 x 5 18 sec 10 sec time 45 sec let length bridge x metre 130 x 45 10 130 x 450 x 320 answer ƞ 10 130 130 answer length bridge train 130 metre long travelling 45 km hr cross 30 second,0.4302541847489151,0.3684210526315789
105,105,591,2495,how many seconds will a 600 meter long train take to cross a man walking with a speed of 3 km / hr in the direction of the moving train if the speed of the train is 63 km / hr ?,let length of tunnel is x meter distance = 600 + x meter time = 1 minute = 60 seconds speed = 78 km / hr = 78 * 5 / 18 m / s = 65 / 3 m / s distance = speed * time 600 + x = ( 65 / 3 ) * 60 600 + x = 20 * 65 = 1300 x = 1300 - 600 = 700 meters answer : a,"a ) 700 , b ) 288 , c ) 500 , d ) 277 , e ) 121",a,"multiply(multiply(subtract(divide(600, multiply(subtract(63, 3), const_0_2778)), const_1), const_10), const_2)","subtract(n2,n1)|multiply(#0,const_0_2778)|divide(n0,#1)|subtract(#2,const_1)|multiply(#3,const_10)|multiply(#4,const_2)",physics,Category: physics # let length of tunnel is x meter distance = 600 + x meter time = 1 minute = 60 seconds speed = 78 km / hr = 78 * 5 / 18 m / s = 65 / 3 m / s distance = speed * time 600 + x = ( 65 / 3 ) * 60 600 + x = 20 * 65 = 1300 x = 1300 - 600 = 700 meters answer : a # ,Category: physics # let length of tunnel is x meter distance = 600 + x meter time = 1 minute = 60 seconds speed = 78 km / hr = 78 * 5 / 18 m / s = 65 / 3 m / s distance = speed * time 600 + x = ( 65 / 3 ) * 60 600 + x = 20 * 65 = 1300 x = 1300 - 600 = 700 meters answer : a # how many seconds will a 600 meter long train take to cross a man walking with a speed of 3 km / hr in the direction of the moving train if the speed of the train is 63 km / hr ?,category physics let length tunnel x meter distance 600 x meter time 1 minute 60 seconds speed 78 km hr 78 5 18 65 3 distance speed time 600 x 65 3 60 600 x 20 65 1300 x 1300 600 700 meters answer many seconds 600 meter long train take cross man walking speed 3 km hr direction moving train speed train 63 km hr,1,['Category: physics # let length of tunnel is x meter distance = 600 + x meter time = 1 minute = 60 seconds speed = 78 km / hr = 78 * 5 / 18 m / s = 65 / 3 m / s distance = speed * time 600 + x = ( 65 / 3 ) * 60 600 + x = 20 * 65 = 1300 x = 1300 - 600 = 700 meters answer : a # т crosses a street in 60 seconds and a man standing on the highway in 60 seconds. the distance between the main road and the car was 600 meters. what was the length of the road?'],"(0.0, 23.0)",0.65,3.0,"['Category: physics # let length of tunnel is x meter distance = 600 + x meter time = 1 minute = 60 seconds speed = 78 km / hr = 78 * 5 / 18 m / s = 65 / 3 m / s distance = speed * time 600 + x = ( 65 / 3 ) * 60 600 + x = 20 * 65 = 1300 x = 1300 - 600 = 700 meters answer : a # ƞ two trains of length 600 meters and 200 meters are 200 meters apart. they start moving towards each other on parallel tracks, at speeds 54 km / hr and 72 km / hr. after how much time will the trains meet?']","(0.63, 4.0)",0.63,4.0,category physic let length tunnel x meter distance 600 x meter time 1 minute 60 second speed 78 km hr 78 5 18 65 3 distance speed time 600 x 65 3 60 600 x 20 65 1300 x 1300 600 700 meter answer ƞ two train length 600 meter 200 meter 200 meter apart start moving towards parallel track speed 54 km hr 72 km hr much time train meet,0.28890266584004964,0.6052631578947368
106,106,593,2510,two trains each 250 m in length are running on the same parallel lines in opposite directions with the speed of 90 kmph and 70 kmph respectively . in what time will they cross each other completely ?,"""explanation : d = 250 m + 250 m = 500 m rs = 90 + 70 = 160 * 5 / 18 = 400 / 9 t = 500 * 9 / 400 = 11.25 sec answer : option e""","a ) 15 sec , b ) 19 sec , c ) 12 sec , d ) 10 sec , e ) 11.25 sec",e,"divide(250, multiply(90, const_0_2778))","multiply(n1,const_0_2778)|divide(n0,#0)|",physics,Category: physics # explanation : d = 250 m + 250 m = 500 m rs = 90 + 70 = 160 * 5 / 18 = 400 / 9 t = 500 * 9 / 400 = 11.25 sec answer : option e # ,Category: physics # explanation : d = 250 m + 250 m = 500 m rs = 90 + 70 = 160 * 5 / 18 = 400 / 9 t = 500 * 9 / 400 = 11.25 sec answer : option e # two trains each 250 m in length are running on the same parallel lines in opposite directions with the speed of 90 kmph and 70 kmph respectively . in what time will they cross each other completely ?,category physics explanation 250 250 500 rs 90 70 160 5 18 400 9 500 9 400 1125 sec answer option e two trains 250 length running parallel lines opposite directions speed 90 kmph 70 kmph respectively time cross completely,1,['Category: physics # explanation : d = 250 m + 250 m = 500 m rs = 90 + 70 = 160 * 5 / 18 = 400 / 9 t = 500 * 9 / 400 = 11.25 sec answer : option e # ƫ at a speed of 100 meters per second is 250 meters per second and 250 meters per second then the distance between him is?'],"(0.0, 16.0)",0.6,3.0,['Category: physics # explanation : d = 250 m + 250 m = 500 m rs = 90 + 70 = 160 * 5 / 18 = 400 / 9 t = 500 * 9 / 400 = 11.25 sec answer : option e # ƞ two trains each 250 m in length are running on the same parallel lines in opposite directions with the speed of 80 kmph and 70 kmph respectively. in what time will they cross each other completely?'],"(0.99, 1.0)",0.99,1.0,category physic explanation 250 250 500 r 90 70 160 5 18 400 9 500 9 400 1125 sec answer option e ƞ two train 250 length running parallel line opposite direction speed 80 kmph 70 kmph respectively time cross completely,0.12275263484190949,0.4473684210526316
107,107,604,2580,how many seconds will a 500 m long train take to cros a man walking with a speed of 3 kmph in the direction of the moving train if the speed of the train is 63 kmph,time = distance ( here length of the train ) / relative speed ( 63 - 3 ) thus time = 500 / 60 * 5 / 18 = 500 * 18 / 60 * 5 = 30 seconds answer : b,"a ) 25 , b ) 30 , c ) 40 , d ) 45 , e ) 50",b,"divide(500, divide(subtract(63, 3), const_3_6))","subtract(n2,n1)|divide(#0,const_3_6)|divide(n0,#1)",physics,Category: physics # time = distance ( here length of the train ) / relative speed ( 63 - 3 ) thus time = 500 / 60 * 5 / 18 = 500 * 18 / 60 * 5 = 30 seconds answer : b # ,Category: physics # time = distance ( here length of the train ) / relative speed ( 63 - 3 ) thus time = 500 / 60 * 5 / 18 = 500 * 18 / 60 * 5 = 30 seconds answer : b # how many seconds will a 500 m long train take to cros a man walking with a speed of 3 kmph in the direction of the moving train if the speed of the train is 63 kmph,category physics time distance length train relative speed 63 3 thus time 500 60 5 18 500 18 60 5 30 seconds answer b many seconds 500 long train take cros man walking speed 3 kmph direction moving train speed train 63 kmph,1,"['Category: physics # time = distance ( here length of the train ) / relative speed ( 63 - 3 ) thus time = 500 / 60 * 5 / 18 = 500 * 18 / 60 * 5 = 30 seconds answer : b # ƫ can run 300 meters in 6 seconds and 3 km in 8 seconds. what is the time it will take to pass a man who is 73 meters long, but the distance between him is not at the end of the 300 meters?']","(0.0, 14.0)",0.53,6.0,"['Category: physics # time = distance ( here length of the train ) / relative speed ( 63 - 3 ) thus time = 500 / 60 * 5 / 18 = 500 * 18 / 60 * 5 = 30 seconds answer : b # ˆ \x81 „ 300 = 1250 meters answer : e # a train of length 300 meters length, running with a speed of 63 kmph, crosses a pole in 8 seconds. what is the length of the train?']","(0.55, 5.0)",0.55,5.0,category physic time distance length train relative speed 63 3 thus time 500 60 5 18 500 18 60 5 30 second answer b ˆ x81 300 1250 meter answer e train length 300 meter length running speed 63 kmph cross pole 8 second length train,0.342839429634222,0.3684210526315789
108,108,613,2620,"two trains of equal length , running with the speeds of 60 and 40 kmph , take 75 seconds to cross each other while they are running in the same direction . what time will they take to cross each other if they are running in opposite directions ?","""rs = 60 - 40 = 20 * 5 / 18 = 100 / 18 t = 75 d = 75 * 100 / 18 = 1250 / 3 rs = 60 + 50 = 100 * 5 / 18 t = 1250 / 3 * 18 / 500 = 15 sec answer : a""","a ) 15 sec , b ) 16 sec , c ) 14 sec , d ) 67 sec , e ) 13 sec",a,"multiply(multiply(multiply(const_0_2778, subtract(60, 40)), 75), inverse(multiply(const_0_2778, add(60, 40))))","add(n0,n1)|subtract(n0,n1)|multiply(#0,const_0_2778)|multiply(#1,const_0_2778)|inverse(#2)|multiply(n2,#3)|multiply(#4,#5)|",physics,Category: physics # rs = 60 - 40 = 20 * 5 / 18 = 100 / 18 t = 75 d = 75 * 100 / 18 = 1250 / 3 rs = 60 + 50 = 100 * 5 / 18 t = 1250 / 3 * 18 / 500 = 15 sec answer : a # ,"Category: physics # rs = 60 - 40 = 20 * 5 / 18 = 100 / 18 t = 75 d = 75 * 100 / 18 = 1250 / 3 rs = 60 + 50 = 100 * 5 / 18 t = 1250 / 3 * 18 / 500 = 15 sec answer : a # two trains of equal length , running with the speeds of 60 and 40 kmph , take 75 seconds to cross each other while they are running in the same direction . what time will they take to cross each other if they are running in opposite directions ?",category physics rs 60 40 20 5 18 100 18 75 75 100 18 1250 3 rs 60 50 100 5 18 1250 3 18 500 15 sec answer two trains equal length running speeds 60 40 kmph take 75 seconds cross running direction time take cross running opposite directions,1,['Category: physics # rs = 60 - 40 = 20 * 5 / 18 = 100 / 18 t = 75 d = 75 * 100 / 18 = 1250 / 3 rs = 60 + 50 = 100 * 5 / 18 t = 1250 / 3 * 18 / 500 = 15 sec answer : a # ƫ at the rate of 60 meters per second and 35 meters per second. find the time taken by him to pass each other.'],"(0.0, 26.0)",0.66,2.0,['Category: physics # rs = 60 - 40 = 20 * 5 / 18 = 100 / 18 t = 75 d = 75 * 100 / 18 = 1250 / 3 rs = 60 + 50 = 100 * 5 / 18 t = 1250 / 3 * 18 / 500 = 15 sec answer : a # ˆ ¨ x = 300 meter answer : a # a train crosses a tunnel in 1 minute. the length of the tunnel is?'],"(0.66, 3.0)",0.66,3.0,category physic r 60 40 20 5 18 100 18 75 75 100 18 1250 3 r 60 50 100 5 18 1250 3 18 500 15 sec answer ˆ x 300 meter answer train cross tunnel 1 minute length tunnel,0.22628642281463113,0.6842105263157895
109,109,615,2630,"in what time will a train 100 m long cross an electric pole , it its speed be 90 km / hr ?","""speed = 90 * 5 / 18 = 25 m / sec time taken = 100 / 25 = 4 sec . answer : c""","a ) 2.5 , b ) 2.9 , c ) 4 sec , d ) 2.8 , e ) 2.1",c,"divide(100, multiply(90, const_0_2778))","multiply(n1,const_0_2778)|divide(n0,#0)|",physics,Category: physics # speed = 90 * 5 / 18 = 25 m / sec time taken = 100 / 25 = 4 sec . answer : c # ,"Category: physics # speed = 90 * 5 / 18 = 25 m / sec time taken = 100 / 25 = 4 sec . answer : c # in what time will a train 100 m long cross an electric pole , it its speed be 90 km / hr ?",category physics speed 90 5 18 25 sec time taken 100 25 4 sec answer c time train 100 long cross electric pole speed 90 km hr,1,['Category: physics # speed = 90 * 5 / 18 = 25 m / sec time taken = 100 / 25 = 4 sec. answer : c # т can run a race in 10 seconds and nick can run the race in only 25 seconds. how long will it take nick to run the race?'],"(0.0, 9.0)",0.64,2.0,"['Category: physics # speed = 90 * 5 / 18 = 25 m / sec time taken = 100 / 25 = 4 sec. answer : c # ˆ \x81 “ 18 = 300 # a train 100 m long, running with a speed of 90 km / hr will pass a tree in?']","(0.77, 4.0)",0.77,4.0,category physic speed 90 5 18 25 sec time taken 100 25 4 sec answer c ˆ x81 18 300 train 100 long running speed 90 km hr pas tree,0.2988220706757595,0.2368421052631578
110,110,616,2639,"two trains 119 meters and 165 meters in length respectively are running in opposite directions , one at the rate of 80 km and the other at the rate of 65 kmph . in what time will they be completely clear of each other from the moment they meet ?","""t = ( 119 + 165 ) / ( 80 + 65 ) * 18 / 5 t = 7.05 answer : e""","a ) 7.19 , b ) 7.17 , c ) 7.2 , d ) 7.15 , e ) 7.05",e,"divide(add(119, 165), multiply(add(80, 65), const_0_2778))","add(n0,n1)|add(n2,n3)|multiply(#1,const_0_2778)|divide(#0,#2)|",physics,Category: physics # t = ( 119 + 165 ) / ( 80 + 65 ) * 18 / 5 t = 7.05 answer : e # ,"Category: physics # t = ( 119 + 165 ) / ( 80 + 65 ) * 18 / 5 t = 7.05 answer : e # two trains 119 meters and 165 meters in length respectively are running in opposite directions , one at the rate of 80 km and the other at the rate of 65 kmph . in what time will they be completely clear of each other from the moment they meet ?",category physics 119 165 80 65 18 5 705 answer e two trains 119 meters 165 meters length respectively running opposite directions one rate 80 km rate 65 kmph time completely clear moment meet,1,['Category: physics # t = ( 119 + 165 ) / ( 80 + 65 ) * 18 / 5 t = 7.05 answer : e # ƫ ng of a railway track is a trapezium. it takes 2 seconds for every 4 seconds. for how many seconds will he take to pass a platform 165 meters long?'],"(0.0, 10.0)",0.42,4.0,"['Category: physics # t = ( 119 + 165 ) / ( 80 + 65 ) * 18 / 5 t = 7.05 answer : e # ƞ two trains each 720 meters in length respectively are running in opposite directions, one at the rate of 80 km and the other at the rate of 65 kmph. in what time will they be completely clear of each other from the moment they meet?']","(0.95, 4.0)",0.95,4.0,category physic 119 165 80 65 18 5 705 answer e ƞ two train 720 meter length respectively running opposite direction one rate 80 km rate 65 kmph time completely clear moment meet,0.3075015499070056,0.2894736842105263
111,111,624,2684,two trains are moving in the same direction at 72 kmph and 36 kmph . the faster train crosses a man in the slower train in 27 seconds . find the length of the faster train ?,"""relative speed = ( 72 - 36 ) * 5 / 18 = 2 * 5 = 10 mps . distance covered in 27 sec = 27 * 10 = 270 m . the length of the faster train = 270 m . answer : a""","a ) 270 m , b ) 189 m , c ) 278 m , d ) 279 m , e ) 917 m",a,"multiply(divide(subtract(72, 36), const_3_6), 27)","subtract(n0,n1)|divide(#0,const_3_6)|multiply(n2,#1)|",physics,Category: physics # relative speed = ( 72 - 36 ) * 5 / 18 = 2 * 5 = 10 mps . distance covered in 27 sec = 27 * 10 = 270 m . the length of the faster train = 270 m . answer : a # ,Category: physics # relative speed = ( 72 - 36 ) * 5 / 18 = 2 * 5 = 10 mps . distance covered in 27 sec = 27 * 10 = 270 m . the length of the faster train = 270 m . answer : a # two trains are moving in the same direction at 72 kmph and 36 kmph . the faster train crosses a man in the slower train in 27 seconds . find the length of the faster train ?,category physics relative speed 72 36 5 18 2 5 10 mps distance covered 27 sec 27 10 270 length faster train 270 answer two trains moving direction 72 kmph 36 kmph faster train crosses man slower train 27 seconds find length faster train,1,['Category: physics # relative speed = ( 72 - 36 ) * 5 / 18 = 2 * 5 = 10 mps. distance covered in 27 sec = 27 * 10 = 270 m. the length of the faster train = 270 m. answer : a # т to т at the speed of 72 kmph was 10 metres ahead of the current of the train station. they are moving in opposite direction at 72 kmph. the length of the faster train is?'],"(0.0, 15.0)",0.55,2.0,['Category: physics # relative speed = ( 72 - 36 ) * 5 / 18 = 2 * 5 = 10 mps. distance covered in 27 sec = 27 * 10 = 270 m. the length of the faster train = 270 m. answer : a # ˆ ¨ x = 10 * 10 = 270. answer : b # two trains are moving in the same direction at 72 kmph and 36 kmph. the faster train crosses a man in the slower train in 27 seconds. find the length of the faster train?'],"(0.89, 5.0)",0.89,5.0,category physic relative speed 72 36 5 18 2 5 10 mp distance covered 27 sec 27 10 270 length faster train 270 answer ˆ x 10 10 270 answer b two train moving direction 72 kmph 36 kmph faster train cross man slower train 27 second find length faster train,0.4153750774953503,0.3947368421052631
112,112,629,2705,a train 120 m long running at 60 kmph crosses a platform in 35 sec . what is the length of the platform ?,"""d = 60 * 5 / 18 = 35 = 583 – 120 = 463 answer : c""","a ) 338 , b ) 277 , c ) 463 , d ) 456 , e ) 271",c,"subtract(multiply(35, multiply(60, const_0_2778)), 120)","multiply(n1,const_0_2778)|multiply(n2,#0)|subtract(#1,n0)|",physics,Category: physics # d = 60 * 5 / 18 = 35 = 583 – 120 = 463 answer : c # ,Category: physics # d = 60 * 5 / 18 = 35 = 583 – 120 = 463 answer : c # a train 120 m long running at 60 kmph crosses a platform in 35 sec . what is the length of the platform ?,category physics 60 5 18 35 583 120 463 answer c train 120 long running 60 kmph crosses platform 35 sec length platform,1,['Category: physics # d = 60 * 5 / 18 = 35 = 583 – 120 = 463 answer : c # ƫ ngakha and david go around the track at the speed of 60 kmph and 100 kmph. they will cross each other in 5 seconds. then how many seconds will it take to arrive at the starting point?'],"(0.0, 10.0)",0.58,3.0,['Category: physics # d = 60 * 5 / 18 = 35 = 583 – 120 = 463 answer : c # ƞ orm crosses a 300 m long street in 5 minutes. what is the speed of the train?'],"(0.73, 3.0)",0.73,3.0,category physic 60 5 18 35 583 120 463 answer c ƞ orm cross 300 long street 5 minute speed train,0.22752634841909486,0.2631578947368421
113,113,630,2711,a 125 meter long train crosses a man standing on the platform in 5 sec . what is the speed of the train ?,"""s = 125 / 5 * 18 / 5 = 90 kmph answer : e""","a ) 229 , b ) 108 , c ) 278 , d ) 126 , e ) 90",e,"multiply(divide(125, 5), const_3_6)","divide(n0,n1)|multiply(#0,const_3_6)|",physics,Category: physics # s = 125 / 5 * 18 / 5 = 90 kmph answer : e # ,Category: physics # s = 125 / 5 * 18 / 5 = 90 kmph answer : e # a 125 meter long train crosses a man standing on the platform in 5 sec . what is the speed of the train ?,category physics 125 5 18 5 90 kmph answer e 125 meter long train crosses man standing platform 5 sec speed train,1,['Category: physics # s = 125 / 5 * 18 / 5 = 90 kmph answer : e # т completes a distance of 125 km in 10 hours. he travels first half at the rate of 15 kmph and second half at the rate of 20 kmph. find the distance traveled by т for 3 hours.'],"(0.0, 7.0)",0.55,4.0,"['Category: physics # s = 125 / 5 * 18 / 5 = 90 kmph answer : e # ˜ x is the length of the pla ƞ orm. then, ( pla ƞ orm s ) = 25 swr root of the train = 2184 + 2184 = 3 a # a train of 24 swr root crosses a platform of two trains start simultaneously from opposite ends of a 120 meters and crosses a stationary man standing on the platform in 2 seconds. what is the length of the train?']","(0.65, 7.0)",0.65,7.0,category physic 125 5 18 5 90 kmph answer e x length pla ƞ orm pla ƞ orm 25 swr root train 2184 2184 3 train 24 swr root cross platform two train start simultaneously opposite end 120 meter cross stationary man standing platform 2 second length train,0.45815251084934905,0.1842105263157894
